# Pathway	DefCom_repeat_Cecal_10_Abundance	DefCom_repeat_Cecal_13_Abundance	DefCom_repeat_Cecal_14_Abundance	DefCom_repeat_Cecal_16_Abundance	DefCom_repeat_Cecal_17_Abundance	DefCom_repeat_Cecal_18_Abundance	DefCom_repeat_Cecal_19_Abundance	DefCom_repeat_Cecal_1_Abundance	DefCom_repeat_Cecal_20_Abundance	DefCom_repeat_Cecal_21_Abundance	DefCom_repeat_Cecal_22_Abundance	DefCom_repeat_Cecal_23_Abundance	DefCom_repeat_Cecal_24_Abundance	DefCom_repeat_Cecal_2_Abundance	DefCom_repeat_Cecal_4_Abundance	DefCom_repeat_Cecal_5_Abundance	DefCom_repeat_Cecal_6_Abundance	DefCom_repeat_Cecal_7_Abundance
UNINTEGRATED|g__Bacteroides.s__Bacteroides_vulgatus	0.14198	0.0465432	0.0334003	0.0444041	0.0974046	0.0586496	0.043579	0.13213	0.0530719	0.0424094	0.0516114	0.0530775	0.10269	0.130377	0.119755	0.114256	0.129681	0.134881
UNINTEGRATED|g__Barnesiella.s__Barnesiella_intestinihominis	0	0.00413939	0	0	0	0	0.00492907	0	0.00302796	0.0030519	0	0.00345643	0.00357207	0	0	0	0	0
UNINTEGRATED|g__Blautia.s__Blautia_coccoides	0.0143409	0.0148787	0.0341752	0.0218741	0.019657	0.0134539	0.0212532	0.0293779	0.0200962	0.0168328	0.0144141	0.0140121	0.012231	0.0180213	0.0199578	0.0349467	0.0217067	0.027432
UNINTEGRATED|g__Blautia.s__Blautia_obeum	0	0.00940452	0.0209724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Blautia.s__Blautia_producta	0.00172455	0.00505671	0.0024554	0.00337419	0.00676884	0.00648683	0	0.0344655	0.00372145	0	0.000466046	0.00150926	0.00665146	0.0153917	0.0139641	0.0126878	0.0147835	0.0206531
UNINTEGRATED|g__Blautia.s__Ruminococcus_gnavus	0	0	0	0	0	0	0	0	0.0215174	0	0.0166874	0	0.0105268	0	0	0	0	0
UNINTEGRATED|g__Clostridioides.s__Clostridioides_difficile	0.0223732	0.0153428	0.0211155	0.0109002	0.0228728	0.0112857	0.0105269	0.032417	0.012468	0.00729456	0.0104695	0.020793	0.0181903	0.0265827	0.0312418	0.0319412	0.0277785	0.0417032
UNINTEGRATED|g__Clostridium.s__Clostridium_butyricum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Eisenbergiella.s__Eisenbergiella_tayi	0.00773697	0.0164942	0.0455856	0.0120343	0	0	0.0149111	0	0.00528745	0.00943901	0.0150652	0.00977247	0.00688478	0.0345096	0.0268099	0.0104907	0.0347097	0
UNINTEGRATED|g__Enterococcus.s__Enterococcus_faecalis	0	0	0	0	0	0	0.00034285	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Erysipelatoclostridium.s__Erysipelatoclostridium_ramosum	0.0117361	0.00472786	0.00340664	0.00289795	0	0	0.00361004	0.0116322	0.00340233	0.00567219	0.00319152	0.00516472	0.0012692	0.00531084	0.0128392	0.014826	0.00826281	0.00778427
UNINTEGRATED|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000628623	0	0.0145922	0	0
UNINTEGRATED|g__Eubacterium.s__Eubacterium_callanderi	0	0	0	0	0	0	0	0.00278496	0.00264288	0	0	0	0	0.00148621	0.00180333	0.00453733	0.00281443	0.00258024
UNINTEGRATED|g__Flavonifractor.s__Flavonifractor_plautii	0.00553237	0	0	0	0	0	0	0.00247072	0	0	0	0	0	0	0.00384821	0.00492222	0	0.00515734
UNINTEGRATED|g__Hungatella.s__Hungatella_hathewayi	0	0.0115481	0.0690852	0.0447472	0	0.123188	0.0208524	0	0.00996141	0.0659822	0	0	0.0292236	0	0	0	0	0
UNINTEGRATED|g__Klebsiella.s__Klebsiella_oxytoca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00174966	0	0
UNINTEGRATED|g__Lachnoclostridium.s__Clostridium_aldenense	0.0292699	0	0	0	0	0	0	0.0207348	0	0	0	0	0	0.027786	0.0174943	0.0114452	0.0329454	0.014222
UNINTEGRATED|g__Lachnoclostridium.s__Clostridium_clostridioforme	0	0.00617915	0.00477209	0.014281	0	0.0231947	0.00203282	0	0.00485479	0.00233609	0.00188874	0.00260045	0.00275766	0	0	0	0	0
UNINTEGRATED|g__Lachnoclostridium.s__Clostridium_symbiosum	0.0345219	0.0444112	0.0262269	0.0700959	0	0.154655	0.070587	0.0207317	0.0674358	0.14425	0.113587	0.0946632	0.0370138	0.0207578	0.0240994	0.0805701	0.0243158	0.0342425
UNINTEGRATED|g__Parabacteroides.s__Parabacteroides_distasonis	0	0.0209287	0.0160622	0.0178998	0.0171957	0.0159978	0.00913556	0	0.017645	0.0474188	0.019146	0.0129689	0.0226836	0	0	0	0	0
UNINTEGRATED|g__Ruthenibacterium.s__Ruthenibacterium_lactatiformans	0.0156994	0.0208465	0.0300531	0	0.0138328	0	0.0238793	0.00200331	0.0110054	0.0257463	0	0	0	0.00501589	0.0129119	0.0327711	0.00695598	0.00316223
UNINTEGRATED|g__Sellimonas.s__Sellimonas_intestinalis	0	0.0163111	0.0274011	0.00884859	0	0.00463738	0.0214027	0	0.0217924	0.0282378	0.0166111	0.0234119	0.00968477	0	0	0	0	0
UNINTEGRATED|g__Sutterella.s__Sutterella_wadsworthensis	0	0.00129213	0	0	0	0	0.0029464	0	0.00379474	0.00246068	0	0.00362901	0.00154532	0	0	0	0	0
UNINTEGRATED|unclassified	0.0447066	0.100454	0.111317	0.0565702	0.153998	0.16137	0.0393056	0.0318326	0.0829889	0.0668244	0.085581	0.0767396	0.0613292	0.0375958	0.0688202	0.0719478	0.0489708	0.0581697
1CMET2-PWY: folate transformations III (E. coli)	0.00028746	0.000185915	0.00013461	0.000208884	0.00037462	0.000211616	0.00012462	0.000359642	0.000202141	0.000143839	0.00023436	0.00017346	0.00031818	0.000362184	0.000302091	0.000329985	0.000385498	0.000399832
1CMET2-PWY: folate transformations III (E. coli)|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.81E-06	0
1CMET2-PWY: folate transformations III (E. coli)|g__Bacteroides.s__Bacteroides_caccae	0	0	0	0	0	0	0	3.30E-06	0	0	0	0	5.26E-06	8.12E-06	0	0	7.49E-06	7.86E-06
1CMET2-PWY: folate transformations III (E. coli)|g__Bacteroides.s__Bacteroides_fragilis	1.24E-05	0	0	0	0	0	0	2.45E-05	0	0	0	0	0	1.38E-05	0	0	0	0
1CMET2-PWY: folate transformations III (E. coli)|g__Bacteroides.s__Bacteroides_ovatus	0	0	0	0	0	0	0	8.58E-06	0	0	0	0	0	1.28E-05	1.12E-05	5.70E-05	3.50E-05	0
1CMET2-PWY: folate transformations III (E. coli)|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	0	0	0	0	0	0	0	1.36E-06	0	0	0	2.97E-06	0	0	0	0	0
1CMET2-PWY: folate transformations III (E. coli)|g__Bacteroides.s__Bacteroides_vulgatus	6.07E-05	1.43E-05	7.26E-06	1.71E-05	4.89E-05	2.17E-05	9.88E-06	6.32E-05	2.96E-05	1.16E-05	3.83E-05	1.94E-05	5.92E-05	7.04E-05	6.05E-05	5.13E-05	7.55E-05	7.11E-05
1CMET2-PWY: folate transformations III (E. coli)|g__Eisenbergiella.s__Eisenbergiella_tayi	0	0	0	0	0	0	0	0	0	0	0	0	0	6.02E-06	0	0	0	0
1CMET2-PWY: folate transformations III (E. coli)|unclassified	0	0	1.01E-05	7.31E-06	3.95E-05	0	0	5.49E-06	0	0	0	0	0	0	0	4.52E-06	0	1.80E-05
ANAEROFRUCAT-PWY: homolactic fermentation	0.000210679	0.000124965	3.12E-05	6.32E-05	0.000139112	4.91E-05	8.69E-05	0.000349956	0.000116679	6.11E-05	5.79E-05	0.000131222	0.000116218	0.000190307	0.000174777	0.000138001	0.00010232	0.00016219
ANAEROFRUCAT-PWY: homolactic fermentation|g__Clostridioides.s__Clostridioides_difficile	0	0	0	0	0	0	0	8.02E-06	0	0	0	0	0	0	0	0	0	0
ANAEROFRUCAT-PWY: homolactic fermentation|unclassified	0	0	0	0	2.05E-05	0	0	9.57E-06	0	0	0	0	5.84E-06	0	1.11E-05	6.55E-06	8.47E-06	8.20E-06
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	0.000705239	0.000333989	0.000175464	0.000350831	0.000666643	0.000271098	0.000253281	0.000674667	0.000342059	0.000232971	0.000301875	0.000377798	0.000739929	0.000561569	0.000525569	0.00036027	0.000401807	0.000470706
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Bacteroides.s__Bacteroides_fragilis	0.000116117	0	0	0	0	0	1.40E-05	0.000102955	0	9.32E-06	0	0	0	4.55E-05	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Clostridioides.s__Clostridioides_difficile	2.69E-05	1.72E-05	1.73E-05	1.59E-05	3.40E-05	1.18E-05	0	3.27E-05	1.15E-05	0	1.23E-05	2.52E-05	2.15E-05	3.44E-05	3.38E-05	3.59E-05	2.72E-05	3.00E-05
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Eisenbergiella.s__Eisenbergiella_tayi	0	6.75E-06	0	0	0	0	0	0	0	0	0	0	0	1.54E-05	1.65E-05	0	2.93E-05	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Eubacterium.s__Eubacterium_callanderi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.61E-06	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Lachnoclostridium.s__Clostridium_aldenense	1.18E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.12E-05	0	0	1.54E-05	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|g__Parabacteroides.s__Parabacteroides_distasonis	0	1.45E-05	0	1.46E-05	2.41E-05	6.73E-06	4.81E-06	0	0	0	1.03E-05	1.51E-05	2.82E-05	0	0	0	0	0
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)|unclassified	1.23E-05	9.72E-06	0	5.13E-06	5.79E-05	2.99E-06	3.91E-06	2.18E-05	5.81E-06	0	5.42E-06	1.03E-05	1.05E-05	0	2.55E-05	1.02E-05	1.77E-05	3.00E-05
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.50E-06	0
ARGININE-SYN4-PWY: L-ornithine biosynthesis II	0.000119672	0.000101526	6.24E-05	9.39E-05	0.000188942	8.54E-05	7.25E-05	0.000187514	0.000114023	9.00E-05	8.48E-05	0.000123919	0.000212398	0.000175932	0.000178315	0.000104626	0.000143534	0.000180526
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Bacteroides.s__Bacteroides_caccae	0	0	0	0	0	0	0	3.39E-06	0	0	0	0	5.91E-06	8.26E-06	6.94E-06	0	3.54E-06	5.34E-06
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Bacteroides.s__Bacteroides_fragilis	9.57E-06	0	0	0	0	0	0	8.38E-06	0	0	0	0	0	2.04E-06	0	0	0	0
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Bacteroides.s__Bacteroides_ovatus	2.34E-05	1.85E-05	1.04E-05	1.92E-05	3.77E-05	2.06E-05	1.80E-05	5.00E-05	1.45E-05	2.06E-05	3.39E-05	2.41E-05	4.46E-05	6.42E-05	4.16E-05	3.91E-05	2.54E-05	4.16E-05
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	5.95E-07	0	0	1.69E-06	1.66E-06	0	0	4.54E-07	1.67E-07	0	1.44E-06	2.25E-06	0	0	0	0	0
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis	6.21E-06	2.93E-05	1.47E-05	2.22E-05	5.69E-05	2.02E-05	1.80E-05	3.91E-05	2.47E-05	1.06E-05	1.37E-05	2.14E-05	8.11E-05	2.72E-05	2.73E-05	8.15E-06	1.49E-05	2.34E-05
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|g__Bacteroides.s__Bacteroides_vulgatus	2.93E-05	9.21E-06	0	0	2.75E-05	8.79E-06	4.17E-06	2.92E-05	8.07E-06	7.13E-06	1.09E-05	7.12E-06	2.79E-05	1.87E-05	3.51E-05	2.17E-05	5.31E-05	2.82E-05
ARGININE-SYN4-PWY: L-ornithine biosynthesis II|unclassified	0	3.16E-06	0	0	1.51E-05	0	0	0	0	0	0	4.16E-06	7.11E-06	0	5.44E-06	0	0	2.31E-06
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)	3.85E-05	5.70E-05	3.47E-05	3.96E-05	8.42E-05	2.10E-05	3.68E-05	0.000143817	5.46E-05	3.82E-05	3.54E-05	5.63E-05	7.32E-05	8.15E-05	8.44E-05	4.41E-05	8.40E-05	7.41E-05
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Blautia.s__Blautia_coccoides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Clostridioides.s__Clostridioides_difficile	0	1.02E-05	0	0	8.00E-06	0	0	1.56E-05	5.38E-06	0	0	8.65E-06	4.17E-06	1.09E-05	6.94E-06	0	1.04E-05	8.52E-06
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Eisenbergiella.s__Eisenbergiella_tayi	0	0	0	0	0	0	0	0	0	0	0	0	0	8.19E-06	0	0	8.39E-06	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|g__Sellimonas.s__Sellimonas_intestinalis	0	2.26E-06	0	0	0	0	0	0	0	2.41E-06	0	0	0	0	0	0	0	0
ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)|unclassified	0	0	0	0	2.16E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)	3.19E-05	4.39E-05	2.93E-05	0	6.93E-05	1.46E-05	1.95E-05	0.000117087	4.43E-05	3.42E-05	2.69E-05	4.01E-05	5.01E-05	6.16E-05	7.06E-05	3.64E-05	8.63E-05	6.26E-05
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Akkermansia.s__Akkermansia_muciniphila	1.11E-05	0	0	0	1.24E-05	0	0	0	0	0	0	0	0	0	9.43E-06	0	1.63E-05	1.07E-05
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Blautia.s__Blautia_coccoides	0	0	0	0	0	0	0	3.37E-05	0	0	0	0	0	0	0	0	0	9.44E-06
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Clostridioides.s__Clostridioides_difficile	0	9.42E-06	0	0	8.73E-06	0	0	1.37E-05	3.79E-06	0	0	8.06E-06	4.01E-06	9.59E-06	4.24E-06	0	9.40E-06	6.62E-06
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Eisenbergiella.s__Eisenbergiella_tayi	0	0	0	0	0	0	0	0	0	0	0	0	0	7.82E-06	7.76E-06	3.01E-06	6.80E-06	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Erysipelatoclostridium.s__Erysipelatoclostridium_ramosum	0	0	0	0	0	0	0	4.19E-06	0	0	0	0	0	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|g__Sellimonas.s__Sellimonas_intestinalis	0	2.60E-06	0	0	0	0	0	0	4.25E-06	3.09E-06	0	0	2.65E-06	0	0	0	0	0
ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)|unclassified	0	0	0	0	1.79E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I	0.000141049	8.38E-05	4.19E-05	8.05E-05	0.000156735	7.35E-05	5.38E-05	0.000202578	7.93E-05	5.39E-05	5.85E-05	6.73E-05	0.000163805	0.000178288	0.000177514	0.000140097	0.00017485	0.000165939
ARO-PWY: chorismate biosynthesis I|g__Akkermansia.s__Akkermansia_muciniphila	0	0	0	0	8.00E-06	0	0	0	0	0	0	0	3.42E-06	0	0	0	6.47E-06	4.75E-06
ARO-PWY: chorismate biosynthesis I|g__Bacteroides.s__Bacteroides_caccae	0	0	0	0	0	0	0	1.31E-06	0	0	0	0	2.36E-06	4.74E-06	4.67E-06	0	4.36E-06	3.24E-06
ARO-PWY: chorismate biosynthesis I|g__Bacteroides.s__Bacteroides_fragilis	0	0	0	0	0	0	0	6.83E-06	0	0	0	0	0	2.76E-06	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Bacteroides.s__Bacteroides_ovatus	3.76E-05	3.12E-05	2.10E-05	3.67E-05	5.30E-05	2.70E-05	1.59E-05	4.34E-05	1.91E-05	1.46E-05	2.79E-05	1.97E-05	3.57E-05	5.77E-05	6.27E-05	5.41E-05	3.69E-05	5.32E-05
ARO-PWY: chorismate biosynthesis I|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	0	0	0	1.66E-06	0	0	0	0	0	0	0	1.50E-06	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	4.06E-05	1.31E-05	0	7.48E-06	2.54E-05	1.13E-05	5.84E-06	4.84E-05	1.00E-05	3.82E-06	1.18E-05	7.52E-06	2.39E-05	3.77E-05	3.85E-05	2.99E-05	4.40E-05	4.16E-05
ARO-PWY: chorismate biosynthesis I|g__Blautia.s__Blautia_coccoides	0	0	0	0	0	0	0	4.48E-06	0	0	0	0	0	3.47E-06	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Clostridioides.s__Clostridioides_difficile	0	2.96E-06	0	0	0	0	0	7.37E-06	0	0	0	0	6.58E-06	4.91E-06	5.46E-06	0	4.39E-06	5.20E-06
ARO-PWY: chorismate biosynthesis I|g__Clostridium.s__Clostridium_butyricum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Eisenbergiella.s__Eisenbergiella_tayi	0	0	0	0	0	0	0	0	0	0	0	0	0	6.91E-06	0	0	6.23E-06	0
ARO-PWY: chorismate biosynthesis I|g__Erysipelatoclostridium.s__Erysipelatoclostridium_ramosum	0	0	0	0	0	0	0	4.98E-06	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Lachnoclostridium.s__Clostridium_aldenense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.32E-06	0
ARO-PWY: chorismate biosynthesis I|g__Lachnoclostridium.s__Clostridium_symbiosum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Parabacteroides.s__Parabacteroides_distasonis	0	2.79E-06	0	0	4.52E-06	0	0	0	0	0	0	0	7.00E-06	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|g__Sellimonas.s__Sellimonas_intestinalis	0	0	0	0	0	0	0	0	0	3.81E-06	0	0	2.15E-06	0	0	0	0	0
ARO-PWY: chorismate biosynthesis I|unclassified	0	3.58E-06	0	0	1.34E-05	0	0	1.88E-06	0	0	0	0	0	0	4.11E-06	0	7.06E-07	6.02E-06
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis	0.000209311	5.86E-05	2.86E-05	5.02E-05	0.000108743	4.13E-05	4.90E-05	0.000236609	7.51E-05	4.91E-05	6.70E-05	6.90E-05	0.000121897	0.0001793	0.000162374	0.000127592	0.000190581	0.00015735
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_fragilis	5.47E-06	0	0	0	0	0	0	1.24E-05	0	0	0	0	0	3.28E-06	0	0	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	0	0	0	0	5.12E-06	1.04E-06	0	1.10E-05	0	0	0	0	7.19E-06	6.43E-06	4.05E-06	2.45E-06	2.85E-06	1.86E-06
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Bacteroides.s__Bacteroides_vulgatus	0.000140755	2.69E-05	1.98E-05	1.01E-05	4.37E-05	1.94E-05	1.13E-05	0.000106211	3.07E-05	1.19E-05	2.62E-05	3.05E-05	4.66E-05	6.64E-05	8.78E-05	5.00E-05	0.000113086	9.96E-05
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Clostridioides.s__Clostridioides_difficile	3.12E-06	0	0	0	2.23E-06	0	0	1.13E-05	0	0	0	0	0	6.37E-06	0	2.81E-06	6.88E-06	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Escherichia.s__Escherichia_coli	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13E-06	0	0	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|g__Parabacteroides.s__Parabacteroides_distasonis	0	0	0	0	4.09E-06	0	1.73E-06	0	0	0	0	0	3.81E-06	0	0	0	0	0
ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis|unclassified	8.36E-06	2.19E-06	0	0	1.97E-06	0	0	4.51E-06	0	0	0	0	3.15E-06	1.84E-06	5.66E-06	4.38E-06	4.50E-06	5.37E-06
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I	1.35E-05	0	0	0	9.85E-06	0	0	2.36E-05	0	0	0	0	1.14E-05	2.47E-05	2.29E-05	8.04E-06	2.89E-05	2.06E-05
BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I|g__Bacteroides.s__Bacteroides_vulgatus	0	0	0	0	0	0	0	1.01E-05	0	0	0	0	9.47E-06	7.01E-06	0	0	5.78E-06	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis	0.000257589	0.000188794	0.000107367	0.000171136	0.000428547	0.000162892	0.000142809	0.000520796	0.000200574	0.000147534	0.000158453	0.00016664	0.00042966	0.000467385	0.000404921	0.000225037	0.000419367	0.000416464
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Akkermansia.s__Akkermansia_muciniphila	1.28E-05	5.46E-06	0	0	2.03E-05	0	0	8.15E-06	0	0	0	0	8.87E-06	6.94E-06	1.90E-05	6.85E-06	2.01E-05	1.11E-05
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Bacteroides.s__Bacteroides_caccae	0	0	0	0	0	6.99E-07	1.21E-06	1.18E-05	2.52E-06	0	0	5.15E-07	7.74E-06	1.56E-05	1.46E-05	3.44E-06	2.29E-05	1.52E-05
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Bacteroides.s__Bacteroides_fragilis	5.93E-06	0	0	0	0	0	0	3.81E-05	0	0	0	0	0	9.68E-06	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Bacteroides.s__Bacteroides_ovatus	3.56E-05	6.58E-05	3.59E-05	7.49E-05	0.000141493	7.27E-05	4.88E-05	0.000151389	5.47E-05	5.58E-05	9.39E-05	5.78E-05	0.000133818	0.000158245	0.000100086	7.31E-05	0.000116378	9.51E-05
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Bacteroides.s__Bacteroides_thetaiotaomicron	0	0	0	0	6.83E-06	0	0	0	1.75E-06	2.06E-06	0	9.29E-07	7.22E-06	0	0	0	0	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Bacteroides.s__Bacteroides_uniformis	0	1.00E-05	0	9.43E-06	3.16E-05	4.83E-06	8.82E-06	5.60E-05	1.02E-05	1.03E-05	0	1.15E-05	3.56E-05	2.75E-05	1.97E-05	7.02E-06	1.55E-05	1.28E-05
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Clostridioides.s__Clostridioides_difficile	0	4.91E-06	0	0	1.23E-05	0	0	1.60E-05	0	0	0	0	7.93E-06	1.09E-05	4.93E-06	3.31E-06	8.51E-06	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Eisenbergiella.s__Eisenbergiella_tayi	0	3.33E-06	0	0	0	0	0	0	0	0	0	0	0	2.13E-05	1.13E-05	0	1.42E-05	0
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Hungatella.s__Hungatella_hathewayi	0	0	0	0	0	0	0	0	0	0	0	0	4.50E-06	0	0	0	0	0
